name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
vinhphuc,2022-02-02,15.3,11.9,13.6,15.3,11.9,13.6,9.3,75.4,0.84,100,8.33,rain,0,0,9.7,10.8,42.8,1018.5,100,20.7,56.1,4.9,3,10,2022-02-02T06:32:54,2022-02-02T17:49:39,0.01,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-03,15.6,11.4,13,15.6,11.4,13,7.3,68.7,0.15,100,4.17,rain,0,0,9.4,8.9,75.6,1019.5,97.2,21.1,86.6,7.6,5,10,2022-02-03T06:32:34,2022-02-03T17:50:14,0.03,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-04,17.7,12.7,14.7,17.7,12.7,14.7,7.7,63.3,0,0,0,,0,0,15.8,10.8,106.5,1021.3,86.4,21.9,140.5,12.3,6,10,2022-02-04T06:32:12,2022-02-04T17:50:48,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-02-05,18.6,13.4,15.2,18.6,13.4,15.2,9.5,69.4,0,0,0,,0,0,12.2,10.8,121.4,1021.8,93.5,21.6,97,8.3,3,10,2022-02-05T06:31:49,2022-02-05T17:51:22,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"48823099999,48840099999,remote"
vinhphuc,2022-02-06,15.2,12.6,14.3,15.2,12.6,14.3,12,85.9,1.26,100,12.5,rain,0,0,6.1,15.4,227.8,1018.8,100,21.5,34.5,3.1,3,10,2022-02-06T06:31:25,2022-02-06T17:51:56,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-07,25.9,13.9,18.5,25.9,13.9,18.5,15.1,82,0.02,100,4.17,rain,0,0,23,14,145.8,1014.2,70.8,19.7,241.6,21,8,10,2022-02-07T06:31:00,2022-02-07T17:52:28,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-08,19.3,16.3,17.9,19.3,16.3,17.9,16.6,92.1,0.77,100,8.33,rain,0,0,14,9.9,84,1015.2,100,19.2,45.6,4,5,10,2022-02-08T06:30:33,2022-02-08T17:53:01,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-09,16.5,14.8,16,16.5,14.8,16,14.6,91.9,0.68,100,8.33,rain,0,0,14,9.1,47.7,1017.2,100,19.9,41.5,3.8,5,10,2022-02-09T06:30:06,2022-02-09T17:53:33,0.29,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-10,19.6,14.4,16.4,19.6,14.4,16.4,14.6,88.9,0.27,100,8.33,rain,0,0,18,10.8,98.4,1015.3,97.1,19.2,115.7,10.1,6,10,2022-02-10T06:29:37,2022-02-10T17:54:04,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-11,25.1,16.4,19.1,25.1,16.4,19.1,16.5,85.5,0.27,100,8.33,rain,0,0,21.2,13.3,96.5,1013.9,96.7,20.2,183.4,15.9,7,10,2022-02-11T06:29:07,2022-02-11T17:54:35,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-12,19,16.9,17.9,19,16.9,17.9,17,94.4,1.73,100,12.5,rain,0,0,9.4,9.1,47.2,1013.4,100,17.1,29.1,2.8,4,10,2022-02-12T06:28:37,2022-02-12T17:55:05,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-13,17,13.8,15.4,17,13.8,15.4,14,91.6,4.72,100,8.33,rain,0,0,23.4,9.9,75.5,1013.9,100,17.4,32.9,3,4,10,2022-02-13T06:28:05,2022-02-13T17:55:35,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-14,18.7,13.9,15.8,18.7,13.9,15.8,10.8,73,0.08,100,4.17,rain,0,0,13,15.4,151.9,1017,83.2,21.6,126.5,11,6,10,2022-02-14T06:27:32,2022-02-14T17:56:04,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-15,19.8,15,17,19.8,15,17,13.5,80.3,0,0,0,,0,0,11.2,14.6,108.8,1016,97.8,21.9,121.8,10.7,5,10,2022-02-15T06:26:59,2022-02-15T17:56:33,0.49,Overcast,Cloudy skies throughout the day.,cloudy,"48823099999,48840099999,remote"
vinhphuc,2022-02-16,19.4,16.6,17.6,19.4,16.6,17.6,15.7,88.6,1.24,100,4.17,rain,0,0,12.6,14.6,147.6,1012.2,99.9,19.7,72,6.4,4,10,2022-02-16T06:26:24,2022-02-16T17:57:01,0.5,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-17,25.8,17.4,20.2,25.8,17.4,20.2,18.1,88.2,0.78,100,8.33,rain,0,0,15.5,18,134.1,1009,96.5,19.5,133.2,11.6,6,10,2022-02-17T06:25:48,2022-02-17T17:57:29,0.51,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-18,24.9,18.9,21.4,24.9,18.9,21.4,20,91.5,0.29,100,8.33,rain,0,0,15.8,18,133.9,1009.5,94.9,17.9,90.8,8,7,10,2022-02-18T06:25:12,2022-02-18T17:57:57,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-19,21.9,9.7,15,21.9,7.4,14.9,13.5,90.9,19.27,100,16.67,rain,0,0,41.4,16.9,62.9,1014.9,100,12.7,21.3,1.8,2,10,2022-02-19T06:24:34,2022-02-19T17:58:23,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-20,10.2,7.4,8.5,10.2,5,6.9,6.6,88.4,27.16,100,16.67,rain,0,0,45.4,18,109.7,1021.4,100,12.1,24.3,2.3,2,10,2022-02-20T06:23:56,2022-02-20T17:58:50,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-21,14.4,7.7,10.8,14.4,6.5,10.4,6.2,74.3,4.48,100,4.17,rain,0,0,19.8,13.3,89.1,1022.5,94.5,21.7,125,10.8,5,10,2022-02-21T06:23:17,2022-02-21T17:59:16,0.62,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-02-22,16.2,9.7,12.2,16.2,7.6,12.1,6.2,66.9,0,0,0,,0,0,33.8,20.5,90.1,1023.7,95,21.9,188.2,16.3,7,10,2022-02-22T06:22:37,2022-02-22T17:59:41,0.67,Overcast,Cloudy skies throughout the day.,cloudy,"48823099999,48840099999,remote"
vinhphuc,2022-02-23,17.7,10.1,13.1,17.7,10.1,13.1,5.3,60,0,0,0,,0,0,27.4,13.5,164.6,1025.7,61.7,22.1,213.4,18.6,9,10,2022-02-23T06:21:56,2022-02-23T18:00:06,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-02-24,18.5,10.9,14.1,18.5,10.9,14.1,6.9,62.8,0,0,0,,0,0,15.8,12.7,74.6,1025.7,45.4,22.2,228.1,19.9,9,10,2022-02-24T06:21:14,2022-02-24T18:00:30,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-02-25,20.3,9.8,15,20.3,9.8,15,9,68.6,0,0,0,,0,0,22.3,12.7,192.4,1023.3,25.5,22.3,275.4,24.1,9,10,2022-02-25T06:20:32,2022-02-25T18:00:54,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-02-26,22.6,11.2,16.6,22.6,11.2,16.6,11.6,73.6,0,0,0,,0,0,15.5,13.7,172.5,1021.2,50.9,21.9,257.8,22.5,9,10,2022-02-26T06:19:49,2022-02-26T18:01:18,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-02-27,23.9,13.2,18.4,23.9,13.2,18.4,13.2,73.5,0,0,0,,0,0,21.2,14.4,211.1,1018.6,73.3,21.9,267.3,23,8,10,2022-02-27T06:19:05,2022-02-27T18:01:41,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-02-28,27.3,14.6,19.8,27.4,14.6,19.8,15.1,76,0,0,0,,0,0,24.8,17.3,145.8,1015.5,53.4,22.2,271,23.7,9,10,2022-02-28T06:18:21,2022-02-28T18:02:04,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-03-01,25.6,17.1,20.8,25.6,17.1,20.8,17.4,81.9,0.1,100,4.17,rain,0,0,16.6,11.9,134.4,1015.9,89.3,22,156.9,12,7,10,2022-03-01T06:17:36,2022-03-01T18:02:26,1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-02,26.4,19,21.6,26.4,19,21.6,17.3,77.7,0.1,100,4.17,rain,0,0,20.5,11.2,168.7,1016.5,64.8,21.9,189.5,13.5,8,10,2022-03-02T06:16:50,2022-03-02T18:02:48,1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-03,28.8,17.3,21.5,29.3,17.3,21.6,17.8,81,0,0,0,,0,0,25.9,18.4,153.2,1014,36.4,20.5,281.5,20.2,9,10,2022-03-03T06:16:04,2022-03-03T18:03:09,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-03-04,28.6,18.8,22.2,29.7,18.8,22.3,19,83.3,0.1,100,4.17,rain,0,0,21.2,15.1,137.3,1012.3,74.9,21.4,196.3,14,7,10,2022-03-04T06:15:17,2022-03-04T18:03:31,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-05,23.9,20.7,22.1,23.9,20.7,22.1,20.1,89,0.05,100,4.17,rain,0,0,24.1,9.7,123.2,1011.3,96,21,44.7,3,1,10,2022-03-05T06:14:30,2022-03-05T18:03:51,0.04,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-06,27.8,20.7,22.9,29.7,20.7,23.1,21,89.7,0.5,100,4.17,rain,0,0,21.2,12.2,129.5,1011.1,96.7,19.6,121.1,8.8,5,10,2022-03-06T06:13:42,2022-03-06T18:04:12,0.08,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-07,24.2,18,21.2,24.2,18,21.2,17.4,80.5,16.89,100,12.5,rain,0,0,35.6,15.1,70.5,1017.3,70.8,17,88.4,6.7,4,10,2022-03-07T06:12:54,2022-03-07T18:04:32,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-08,25.8,16.4,20.4,25.8,16.4,20.4,13.6,66.6,0,0,0,,0,0,25.2,16.2,192.8,1015.7,33.7,21.1,292,25.2,9,10,2022-03-08T06:12:05,2022-03-08T18:04:51,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-03-09,26.1,15.7,20.2,26.1,15.7,20.2,15.5,75.3,0,0,0,,0,0,22.3,17.3,130.2,1013.6,48.2,21.2,247.3,21.1,8,10,2022-03-09T06:11:15,2022-03-09T18:05:11,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-03-10,23.6,19.2,20.7,23.6,19.2,20.7,17.7,83.1,0.5,100,20.83,rain,0,0,22,9.9,124.6,1013.6,92.7,20.8,54.1,4.7,2,10,2022-03-10T06:10:26,2022-03-10T18:05:30,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-11,25.2,19.1,21.5,25.2,19.1,21.5,18.3,83,0.2,100,8.33,rain,0,0,16.2,9.4,132.3,1012.3,91.2,21.7,67.3,5.8,2,10,2022-03-11T06:09:36,2022-03-11T18:05:49,0.3,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-12,25.1,19.5,21.8,25.1,19.5,21.8,18.9,83.9,0.2,100,8.33,rain,0,0,25.9,13.3,145.5,1011.2,93.5,22,67,6,2,10,2022-03-12T06:08:45,2022-03-12T18:06:08,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-13,25.7,19.4,22.3,25.7,19.4,22.3,19.5,84.8,0.1,100,4.17,rain,0,0,17.3,13.5,123.8,1011,87.9,20.6,65,5.6,2,10,2022-03-13T06:07:55,2022-03-13T18:06:26,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-14,26.4,19.9,22.8,26.4,19.9,22.8,20.3,86.4,0.5,100,16.67,rain,0,0,14,9.9,128.7,1011,95.8,21,63.9,5.4,2,10,2022-03-14T06:07:04,2022-03-14T18:06:44,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-15,28.7,21.5,24.2,30.5,21.5,24.6,20.5,81,0.5,100,16.67,rain,0,0,23,13,161.1,1010,95.7,21.5,144.8,12.6,5,10,2022-03-15T06:06:12,2022-03-15T18:07:02,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-16,26.3,21.2,22.9,26.3,21.2,22.9,20.8,88.2,3.62,100,12.5,rain,0,0,23.4,13,166.1,1008.8,96.2,19.7,133.2,11.5,5,10,2022-03-16T06:05:21,2022-03-16T18:07:19,0.48,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-17,31.4,20.1,24.5,33.5,20.1,24.9,20.9,81.8,0.3,100,4.17,rain,0,0,17.6,16.6,97.8,1007.5,85.1,20.3,258.2,22.3,8,30,2022-03-17T06:04:29,2022-03-17T18:07:37,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-18,26.2,21.5,23.9,26.2,21.5,23.9,21.8,88,0.15,100,4.17,rain,0,0,15.8,8.3,126.1,1008.5,86.5,21.1,75.5,6.7,2,30,2022-03-18T06:03:37,2022-03-18T18:07:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-19,28.8,20.2,24.1,31.3,20.2,24.6,21.5,86.5,0.8,100,12.5,rain,0,0,25.2,12.2,130.9,1006.6,59.6,20.4,215.8,18.6,5,30,2022-03-19T06:02:45,2022-03-19T18:08:11,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-20,33.5,20.7,25.6,36.1,20.7,26.1,21.9,82.4,0,0,0,,0,0,24.5,16.9,141.5,1006.4,43,21.1,302.4,26,9,30,2022-03-20T06:01:53,2022-03-20T18:08:28,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-03-21,32.7,21.8,26.1,35.9,21.8,27.1,22.2,80.9,0,0,0,,0,0,14.8,16.2,146,1007.6,51.2,21.1,195.8,16.9,7,30,2022-03-21T06:01:00,2022-03-21T18:08:45,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-03-22,35.7,23.7,27.6,38.4,23.7,29.1,22.1,74.8,1.9,100,12.5,rain,0,0,23.4,15.1,155.2,1008.4,55.9,22,249.2,21.5,9,30,2022-03-22T06:00:08,2022-03-22T18:09:02,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-23,25.3,17.5,20.8,25.3,17.5,20.8,19.4,91.8,5.76,100,12.5,rain,0,0,19.4,11.2,50.4,1012.5,98.6,17.5,11.9,1,0,10,2022-03-23T05:59:15,2022-03-23T18:09:19,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-24,23.6,17.4,19.9,23.6,17.4,19.9,17.6,86.6,0.1,100,4.17,rain,0,0,15.1,7.9,147.1,1010.7,98.3,21.6,97.8,8.5,4,10,2022-03-24T05:58:22,2022-03-24T18:09:35,0.71,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-25,33.9,18.6,24.8,36.6,18.6,25.7,20.6,79.9,0,0,0,,0,0,15.8,9.1,150.6,1006.6,57.8,21.6,261.4,22.6,10,30,2022-03-25T05:57:30,2022-03-25T18:09:52,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-03-26,38.3,22.9,28.6,38.8,22.9,30.1,20.8,67.6,0,0,0,,0,0,23,18.2,205.6,1007.1,17.4,21.2,298.5,25.8,10,10,2022-03-26T05:56:37,2022-03-26T18:10:08,0.83,Clear,Clear conditions throughout the day.,clear-day,"48823099999,48840099999,remote"
vinhphuc,2022-03-27,26.3,19.6,22.9,26.3,19.6,22.9,18.6,77.8,0.15,100,4.17,rain,0,0,33.1,18,61.9,1012.3,82.4,19.7,53.6,4.7,2,10,2022-03-27T05:55:45,2022-03-27T18:10:25,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-28,25.4,18.2,20.2,25.4,18.2,20.2,14.7,72.1,3.03,100,8.33,rain,0,0,31.3,13.3,131.6,1016.4,85.1,20.9,200.5,17.4,9,10,2022-03-28T05:54:52,2022-03-28T18:10:41,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-29,26.4,16.5,20.9,26.4,16.5,20.9,17.2,80.7,0.1,100,4.17,rain,0,0,15.1,16.4,183.8,1014.2,70.4,21.4,239.5,20.6,10,10,2022-03-29T05:54:00,2022-03-29T18:10:57,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-30,28.5,20,23.2,29.9,20,23.3,20.2,83.9,0.51,100,8.33,rain,0,0,19.1,10.4,185.7,1013.2,90.1,19.2,165.5,14.3,7,10,2022-03-30T05:53:07,2022-03-30T18:11:14,0.99,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-03-31,30.7,21.6,24.2,32.6,21.6,24.5,21.3,85.4,0.1,100,4.17,rain,0,0,34.2,14,103.3,1014.4,83.1,19.1,188.6,16.1,9,10,2022-03-31T05:52:15,2022-03-31T18:11:30,1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-04-01,22.6,15.6,18,22.6,15.6,18,15.3,84.2,11.63,100,12.5,rain,0,0,49,20.9,66.8,1019.9,99.9,18,8.8,0.8,0,10,2022-04-01T05:51:23,2022-04-01T18:11:46,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-04-02,20.5,15,16.8,20.5,15,16.8,11.9,73.1,3.62,100,8.33,rain,0,0,36.4,13.7,103.7,1024.4,92.4,21,48.5,4.3,2,10,2022-04-02T05:50:31,2022-04-02T18:12:03,0.01,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-04-03,24.1,13.3,18.5,24.1,13.3,18.5,10,60.2,0,0,0,,0,0,24.5,14.8,173.6,1022.2,31.9,22.2,243.7,21,9,10,2022-04-03T05:49:39,2022-04-03T18:12:19,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-04-04,25.4,14.8,20,25.4,14.8,20,11.5,59.8,0,0,0,,0,0,25.2,15.8,175.8,1020.8,30.8,22.3,309.6,26.7,10,10,2022-04-04T05:48:48,2022-04-04T18:12:36,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-04-05,27,15.6,20.9,27,15.6,20.9,14,66.2,0,0,0,,0,0,18.4,11.8,174.3,1019.6,32.4,22.4,284,24.4,10,10,2022-04-05T05:47:57,2022-04-05T18:12:52,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-04-06,29.6,17.1,23.2,28.8,17.1,23,14.8,62.5,0,0,0,,0,0,11.5,11.5,186.7,1017.6,25.1,21.8,309.1,26.6,10,10,2022-04-06T05:47:06,2022-04-06T18:13:09,0.12,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-04-07,30.7,20.9,24.8,29.7,20.9,24.7,14.7,55.4,0,0,0,,0,0,24.8,16.6,177.3,1016.5,47.5,22.4,293.6,25.3,10,10,2022-04-07T05:46:15,2022-04-07T18:13:26,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-04-08,30.7,18.4,23.9,29.9,18.4,23.7,14.8,60.3,0,0,0,,0,0,27,14,200.3,1014.7,13.3,22.3,321,27.8,10,10,2022-04-08T05:45:25,2022-04-08T18:13:43,0.21,Clear,Clear conditions throughout the day.,clear-day,"48823099999,48840099999,remote"
vinhphuc,2022-04-09,30.4,17.6,23.2,29.2,17.6,23.1,15.9,67.6,0,0,0,,0,0,27.4,16.9,176.3,1012.1,13.3,22.3,318.3,27.4,10,10,2022-04-09T05:44:35,2022-04-09T18:14:00,0.26,Clear,Clear conditions throughout the day.,clear-day,"48823099999,48840099999,remote"
vinhphuc,2022-04-10,30.3,17.8,23.2,30.3,17.8,23.2,17.7,73.8,0,0,0,,0,0,24.5,17.6,138.7,1010.7,23.6,22.2,312.5,26.9,10,10,2022-04-10T05:43:45,2022-04-10T18:14:17,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-04-11,28.4,19.3,23.4,29.9,19.3,23.6,20.3,83.7,0.23,100,4.17,rain,0,0,22,12.7,149.8,1009.8,65.6,20.5,206,17.6,8,10,2022-04-11T05:42:56,2022-04-11T18:14:34,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-04-12,31.7,21.1,24.7,33.9,21.1,25.2,21.5,83.8,1.3,100,12.5,rain,0,0,17.6,14,146.4,1006.5,65.8,21.1,221.6,19.2,10,30,2022-04-12T05:42:08,2022-04-12T18:14:52,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-04-13,32,20.4,25.6,34.4,20.4,26.6,21.4,79.5,0,0,0,,0,0,19.4,14.8,117.6,1006.6,39,21.3,289.2,25,10,30,2022-04-13T05:41:19,2022-04-13T18:15:09,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-04-14,31.5,20.9,25.5,34.4,20.9,26.6,21.9,81.6,0,0,0,rain,0,0,21.6,16.9,128.9,1006.9,47.5,21.2,249.3,21.5,9,30,2022-04-14T05:40:31,2022-04-14T18:15:27,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-04-15,30.1,23.1,25.8,34.5,23.1,26.9,23.6,88.1,0.38,100,8.33,rain,0,0,27,13.7,131.2,1007.4,93,18.2,132.9,11.6,8,60,2022-04-15T05:39:44,2022-04-15T18:15:45,0.49,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-04-16,29.1,22.5,25.1,32.5,22.5,25.6,23.1,89,19.81,100,12.5,rain,0,0,30.6,17.3,127.1,1008.7,96,19.7,86.5,7.3,4,60,2022-04-16T05:38:57,2022-04-16T18:16:03,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-04-17,21.8,18.3,19.5,21.8,18.3,19.5,18.4,93.4,4.24,100,12.5,rain,0,0,16.6,12.7,59.7,1013.2,100,17.8,14.8,1.2,1,10,2022-04-17T05:38:11,2022-04-17T18:16:22,0.51,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-04-18,20.7,17.7,18.7,20.7,17.7,18.7,15.9,84.7,0.34,100,4.17,rain,0,0,20.2,16.3,111.2,1016.8,99.3,20.3,53.3,4.7,3,10,2022-04-18T05:37:25,2022-04-18T18:16:40,0.52,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-04-19,25.4,17.9,20.8,25.4,17.9,20.8,14.9,69.6,0,0,0,,0,0,17.6,11.5,178.3,1017.3,79,22.2,138,12,5,10,2022-04-19T05:36:40,2022-04-19T18:16:59,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-04-20,26.5,17,21.5,26.5,17,21.5,16.5,74.2,0,0,0,,0,0,15.8,9,173.8,1014.8,65.2,22,206.3,17.8,7,10,2022-04-20T05:35:55,2022-04-20T18:17:18,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2022-04-21,28.7,17.8,23.1,30.1,17.8,23.3,19.2,80,0.3,100,8.33,rain,0,0,24.1,14,173.6,1011.4,76.7,21.8,220.3,19.1,8,10,2022-04-21T05:35:11,2022-04-21T18:17:37,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2022-04-22,33.1,20.1,24.8,35.8,20.1,25.4,21.3,83,1.4,100,8.33,rain,0,0,29.9,15.4,161.3,1008.9,52.5,21.8,257.2,22.2,10,30,2022-04-22T05:34:28,2022-04-22T18:17:57,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
